appearance_id,repetition,outer_fold_id,row_id,x_group_id,procedure,y,prediction_oof,residual_oof,robust_scale,scale_method,scale_scope,z_oof,fallback_status,fallback_code,action
id:diag-one-rep-001%3Arow-01,1,id:outer-01-fold-1,id:row-01,id:x%3A0x0.0p%2B0,one,2.0,5.931430801648192,-3.9314308016481916,2.594070605998847,qn_finite_sample,outer_train_inner_oof,-1.5155450250878557,not_applicable,,review_only
id:diag-two-rep-001%3Arow-01,1,id:outer-01-fold-1,id:row-01,id:x%3A0x0.0p%2B0,two,2.0,5.898531220730743,-3.898531220730743,2.5723625205425678,qn_finite_sample,outer_train_inner_oof,-1.5155450250878548,succeeded,,review_only
id:diag-one-rep-001%3Arow-02,1,id:outer-01-fold-2,id:row-02,id:x%3A0x1.0000000000000p%2B0,one,5.0,5.279947084947085,-0.27994708494708487,2.3582460054534993,qn_finite_sample,outer_train_inner_oof,-0.11870987348211368,not_applicable,,review_only
id:diag-two-rep-001%3Arow-02,1,id:outer-01-fold-2,id:row-02,id:x%3A0x1.0000000000000p%2B0,two,5.0,5.277604390330672,-0.27760439033067213,2.338511382311426,qn_finite_sample,outer_train_inner_oof,-0.11870987348211366,succeeded,,review_only
id:diag-one-rep-001%3Arow-03,1,id:outer-01-fold-3,id:row-03,id:x%3A0x1.0000000000000p%2B1,one,1.0,6.14859204054856,-5.14859204054856,2.3582460054534997,qn_finite_sample,outer_train_inner_oof,-2.1832294123014813,not_applicable,,review_only
id:diag-two-rep-001%3Arow-03,1,id:outer-01-fold-3,id:row-03,id:x%3A0x1.0000000000000p%2B1,two,1.0,6.1055068308641,-5.1055068308641,2.338511382311426,qn_finite_sample,outer_train_inner_oof,-2.1832294123014817,succeeded,,review_only
id:diag-one-rep-001%3Arow-04,1,id:outer-01-fold-4,id:row-04,id:x%3A0x1.8000000000000p%2B1,one,6.0,5.062785846046715,0.9372141539532848,2.3582460054534997,qn_finite_sample,outer_train_inner_oof,0.39742001122272863,not_applicable,,review_only
id:diag-two-rep-001%3Arow-04,1,id:outer-01-fold-4,id:row-04,id:x%3A0x1.8000000000000p%2B1,two,6.0,5.070628780197314,0.9293712198026856,2.338511382311427,qn_finite_sample,outer_train_inner_oof,0.39742001122272846,succeeded,,review_only
id:diag-one-rep-001%3Arow-05,1,id:outer-01-fold-5,id:row-05,id:x%3A0x1.0000000000000p%2B2,one,2.4,5.844566306088044,-3.4445663060880443,2.358246005453502,qn_finite_sample,outer_train_inner_oof,-1.4606475737147016,not_applicable,,review_only
id:diag-two-rep-001%3Arow-05,1,id:outer-01-fold-5,id:row-05,id:x%3A0x1.0000000000000p%2B2,two,2.4,5.8157409766774,-3.4157409766774007,2.3385113823114283,qn_finite_sample,outer_train_inner_oof,-1.4606475737147016,succeeded,,review_only
id:diag-one-rep-001%3Arow-06,1,id:outer-01-fold-1,id:row-06,id:x%3A0x1.4000000000000p%2B2,one,20.0,2.022528501441549,17.97747149855845,1.8865968043627994,qn_finite_sample,outer_train_inner_oof,9.529047996363147,not_applicable,,review_only
id:diag-two-rep-001%3Arow-06,1,id:outer-01-fold-1,id:row-06,id:x%3A0x1.4000000000000p%2B2,two,20.0,2.172970238330315,17.827029761669685,1.870809105849142,qn_finite_sample,outer_train_inner_oof,9.52904799636314,succeeded,,review_only
id:diag-one-rep-001%3Arow-07,1,id:outer-01-fold-2,id:row-07,id:x%3A0x1.8000000000000p%2B2,one,1.8,5.974863049428265,-4.174863049428265,2.594070605998847,qn_finite_sample,outer_train_inner_oof,-1.6093868223069179,not_applicable,,review_only
id:diag-two-rep-001%3Arow-07,1,id:outer-01-fold-2,id:row-07,id:x%3A0x1.8000000000000p%2B2,two,1.8,5.939926342757414,-4.1399263427574144,2.5723625205425678,qn_finite_sample,outer_train_inner_oof,-1.609386822306917,succeeded,,review_only
id:diag-one-rep-001%3Arow-08,1,id:outer-01-fold-3,id:row-08,id:x%3A0x1.c000000000000p%2B2,one,6.5,4.954205226596531,1.545794773403469,2.3582460054534993,qn_finite_sample,outer_train_inner_oof,0.6554849535751496,not_applicable,,review_only
id:diag-two-rep-001%3Arow-08,1,id:outer-01-fold-3,id:row-08,id:x%3A0x1.c000000000000p%2B2,two,6.5,4.967140975130636,1.5328590248693639,2.338511382311427,qn_finite_sample,outer_train_inner_oof,0.6554849535751492,succeeded,,review_only
id:diag-one-rep-001%3Arow-09,1,id:outer-01-fold-4,id:row-09,id:x%3A0x1.0000000000000p%2B3,one,2.1,5.909714677758156,-3.809714677758156,2.358246005453502,qn_finite_sample,outer_train_inner_oof,-1.6154865391261544,not_applicable,,review_only
id:diag-two-rep-001%3Arow-09,1,id:outer-01-fold-4,id:row-09,id:x%3A0x1.0000000000000p%2B3,two,2.1,5.877833659717409,-3.7778336597174085,2.3385113823114283,qn_finite_sample,outer_train_inner_oof,-1.6154865391261544,succeeded,,review_only
id:diag-one-rep-001%3Arow-10,1,id:outer-01-fold-5,id:row-10,id:x%3A0x1.2000000000000p%2B3,one,5.5,5.1713664654969,0.3286335345031004,2.358246005453502,qn_finite_sample,outer_train_inner_oof,0.13935506887030755,not_applicable,,review_only
id:diag-two-rep-001%3Arow-10,1,id:outer-01-fold-5,id:row-10,id:x%3A0x1.2000000000000p%2B3,two,5.5,5.1741165852639925,0.32588341473600724,2.3385113823114283,qn_finite_sample,outer_train_inner_oof,0.13935506887030757,succeeded,,review_only
id:diag-one-rep-002%3Arow-01,2,id:outer-02-fold-2,id:row-01,id:x%3A0x0.0p%2B0,one,2.0,5.931430801648192,-3.9314308016481916,2.594070605998847,qn_finite_sample,outer_train_inner_oof,-1.5155450250878557,not_applicable,,review_only
id:diag-two-rep-002%3Arow-01,2,id:outer-02-fold-2,id:row-01,id:x%3A0x0.0p%2B0,two,2.0,5.898531220730743,-3.898531220730743,2.5723625205425678,qn_finite_sample,outer_train_inner_oof,-1.5155450250878548,succeeded,,review_only
id:diag-one-rep-002%3Arow-02,2,id:outer-02-fold-3,id:row-02,id:x%3A0x1.0000000000000p%2B0,one,5.0,5.279947084947085,-0.27994708494708487,2.3582460054534993,qn_finite_sample,outer_train_inner_oof,-0.11870987348211368,not_applicable,,review_only
id:diag-two-rep-002%3Arow-02,2,id:outer-02-fold-3,id:row-02,id:x%3A0x1.0000000000000p%2B0,two,5.0,5.277604390330672,-0.27760439033067213,2.338511382311426,qn_finite_sample,outer_train_inner_oof,-0.11870987348211366,succeeded,,review_only
id:diag-one-rep-002%3Arow-03,2,id:outer-02-fold-4,id:row-03,id:x%3A0x1.0000000000000p%2B1,one,1.0,6.14859204054856,-5.14859204054856,2.3582460054534997,qn_finite_sample,outer_train_inner_oof,-2.1832294123014813,not_applicable,,review_only
id:diag-two-rep-002%3Arow-03,2,id:outer-02-fold-4,id:row-03,id:x%3A0x1.0000000000000p%2B1,two,1.0,6.1055068308641,-5.1055068308641,2.338511382311426,qn_finite_sample,outer_train_inner_oof,-2.1832294123014817,succeeded,,review_only
id:diag-one-rep-002%3Arow-04,2,id:outer-02-fold-5,id:row-04,id:x%3A0x1.8000000000000p%2B1,one,6.0,5.062785846046715,0.9372141539532848,2.3582460054534997,qn_finite_sample,outer_train_inner_oof,0.39742001122272863,not_applicable,,review_only
id:diag-two-rep-002%3Arow-04,2,id:outer-02-fold-5,id:row-04,id:x%3A0x1.8000000000000p%2B1,two,6.0,5.070628780197314,0.9293712198026856,2.338511382311427,qn_finite_sample,outer_train_inner_oof,0.39742001122272846,succeeded,,review_only
id:diag-one-rep-002%3Arow-05,2,id:outer-02-fold-1,id:row-05,id:x%3A0x1.0000000000000p%2B2,one,2.4,5.844566306088044,-3.4445663060880443,2.358246005453502,qn_finite_sample,outer_train_inner_oof,-1.4606475737147016,not_applicable,,review_only
id:diag-two-rep-002%3Arow-05,2,id:outer-02-fold-1,id:row-05,id:x%3A0x1.0000000000000p%2B2,two,2.4,5.8157409766774,-3.4157409766774007,2.3385113823114283,qn_finite_sample,outer_train_inner_oof,-1.4606475737147016,succeeded,,review_only
id:diag-one-rep-002%3Arow-06,2,id:outer-02-fold-2,id:row-06,id:x%3A0x1.4000000000000p%2B2,one,20.0,2.022528501441549,17.97747149855845,1.8865968043627994,qn_finite_sample,outer_train_inner_oof,9.529047996363147,not_applicable,,review_only
id:diag-two-rep-002%3Arow-06,2,id:outer-02-fold-2,id:row-06,id:x%3A0x1.4000000000000p%2B2,two,20.0,2.172970238330315,17.827029761669685,1.870809105849142,qn_finite_sample,outer_train_inner_oof,9.52904799636314,succeeded,,review_only
id:diag-one-rep-002%3Arow-07,2,id:outer-02-fold-3,id:row-07,id:x%3A0x1.8000000000000p%2B2,one,1.8,5.974863049428265,-4.174863049428265,2.594070605998847,qn_finite_sample,outer_train_inner_oof,-1.6093868223069179,not_applicable,,review_only
id:diag-two-rep-002%3Arow-07,2,id:outer-02-fold-3,id:row-07,id:x%3A0x1.8000000000000p%2B2,two,1.8,5.939926342757414,-4.1399263427574144,2.5723625205425678,qn_finite_sample,outer_train_inner_oof,-1.609386822306917,succeeded,,review_only
id:diag-one-rep-002%3Arow-08,2,id:outer-02-fold-4,id:row-08,id:x%3A0x1.c000000000000p%2B2,one,6.5,4.954205226596531,1.545794773403469,2.3582460054534993,qn_finite_sample,outer_train_inner_oof,0.6554849535751496,not_applicable,,review_only
id:diag-two-rep-002%3Arow-08,2,id:outer-02-fold-4,id:row-08,id:x%3A0x1.c000000000000p%2B2,two,6.5,4.967140975130636,1.5328590248693639,2.338511382311427,qn_finite_sample,outer_train_inner_oof,0.6554849535751492,succeeded,,review_only
id:diag-one-rep-002%3Arow-09,2,id:outer-02-fold-5,id:row-09,id:x%3A0x1.0000000000000p%2B3,one,2.1,5.909714677758156,-3.809714677758156,2.358246005453502,qn_finite_sample,outer_train_inner_oof,-1.6154865391261544,not_applicable,,review_only
id:diag-two-rep-002%3Arow-09,2,id:outer-02-fold-5,id:row-09,id:x%3A0x1.0000000000000p%2B3,two,2.1,5.877833659717409,-3.7778336597174085,2.3385113823114283,qn_finite_sample,outer_train_inner_oof,-1.6154865391261544,succeeded,,review_only
id:diag-one-rep-002%3Arow-10,2,id:outer-02-fold-1,id:row-10,id:x%3A0x1.2000000000000p%2B3,one,5.5,5.1713664654969,0.3286335345031004,2.358246005453502,qn_finite_sample,outer_train_inner_oof,0.13935506887030755,not_applicable,,review_only
id:diag-two-rep-002%3Arow-10,2,id:outer-02-fold-1,id:row-10,id:x%3A0x1.2000000000000p%2B3,two,5.5,5.1741165852639925,0.32588341473600724,2.3385113823114283,qn_finite_sample,outer_train_inner_oof,0.13935506887030757,succeeded,,review_only
id:diag-one-rep-003%3Arow-01,3,id:outer-03-fold-3,id:row-01,id:x%3A0x0.0p%2B0,one,2.0,5.931430801648192,-3.9314308016481916,2.594070605998847,qn_finite_sample,outer_train_inner_oof,-1.5155450250878557,not_applicable,,review_only
id:diag-two-rep-003%3Arow-01,3,id:outer-03-fold-3,id:row-01,id:x%3A0x0.0p%2B0,two,2.0,5.898531220730743,-3.898531220730743,2.5723625205425678,qn_finite_sample,outer_train_inner_oof,-1.5155450250878548,succeeded,,review_only
id:diag-one-rep-003%3Arow-02,3,id:outer-03-fold-4,id:row-02,id:x%3A0x1.0000000000000p%2B0,one,5.0,5.279947084947085,-0.27994708494708487,2.3582460054534993,qn_finite_sample,outer_train_inner_oof,-0.11870987348211368,not_applicable,,review_only
id:diag-two-rep-003%3Arow-02,3,id:outer-03-fold-4,id:row-02,id:x%3A0x1.0000000000000p%2B0,two,5.0,5.277604390330672,-0.27760439033067213,2.338511382311426,qn_finite_sample,outer_train_inner_oof,-0.11870987348211366,succeeded,,review_only
id:diag-one-rep-003%3Arow-03,3,id:outer-03-fold-5,id:row-03,id:x%3A0x1.0000000000000p%2B1,one,1.0,6.14859204054856,-5.14859204054856,2.3582460054534997,qn_finite_sample,outer_train_inner_oof,-2.1832294123014813,not_applicable,,review_only
id:diag-two-rep-003%3Arow-03,3,id:outer-03-fold-5,id:row-03,id:x%3A0x1.0000000000000p%2B1,two,1.0,6.1055068308641,-5.1055068308641,2.338511382311426,qn_finite_sample,outer_train_inner_oof,-2.1832294123014817,succeeded,,review_only
id:diag-one-rep-003%3Arow-04,3,id:outer-03-fold-1,id:row-04,id:x%3A0x1.8000000000000p%2B1,one,6.0,5.062785846046715,0.9372141539532848,2.3582460054534997,qn_finite_sample,outer_train_inner_oof,0.39742001122272863,not_applicable,,review_only
