appearance_id,repetition,outer_fold_id,row_id,x_group_id,y,pred_null_oof,pred_one_oof,resid_one_oof,pred_two_oof,resid_two_oof,scale_one_oof,z_one_oof,scale_two_oof,z_two_oof,p2_attempt_status,fallback_code
id:rep-001%3Arow-01,1,id:outer-01-fold-1,id:row-01,id:x%3A0x0.0p%2B0,1.3,4.970909090909091,4.143473954906463,-2.8434739549064636,4.143473954906463,-2.8434739549064636,1.2733649281484714,-2.2330393212894593,0.6516075414303091,-4.363783065900227,failed_with_p1_fallback,OPTIMIZER_FAILURE
id:rep-001%3Arow-02,1,id:outer-01-fold-2,id:row-02,id:x%3A0x1.0000000000000p%2B0,1.78,4.927272727272727,4.217866971740014,-2.4378669717400134,2.972559179792603,-1.192559179792603,1.2733649281484718,-1.9145077093373213,0.7070829848886273,-1.686590124892403,succeeded,
id:rep-001%3Arow-03,1,id:outer-01-fold-3,id:row-03,id:x%3A0x1.0000000000000p%2B1,2.41,4.87,4.3155078063340495,-1.9055078063340494,3.3421389776195216,-0.9321389776195215,1.6175176114318428,-1.1780445497884098,0.7912595307087035,-1.1780445497884078,succeeded,
id:rep-001%3Arow-04,1,id:outer-01-fold-4,id:row-04,id:x%3A0x1.8000000000000p%2B1,3.19,4.799090909090909,4.436396458688568,-1.2463964586885683,3.79971396540523,-0.6097139654052302,1.4454412697901575,-0.8622947778912625,0.8467349741670217,-0.7200765103685935,succeeded,
id:rep-001%3Arow-05,1,id:outer-01-fold-5,id:row-05,id:x%3A0x1.0000000000000p%2B2,3.67,4.755454545454546,4.510789475522119,-0.8407894755221195,4.081298573273359,-0.41129857327335895,1.2733649281484718,-0.6602894872757836,0.8467349741670217,-0.4857465273333905,succeeded,
id:rep-001%3Arow-06,1,id:outer-01-fold-1,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.3,4.698181818181818,4.608430310116154,-0.3084303101161545,4.608430310116154,-0.3084303101161545,1.4454412697901575,-0.21338141961377027,0.7912595307087035,-0.3897966446481906,failed_with_p1_fallback,OPTIMIZER_FAILURE
id:rep-001%3Arow-07,1,id:outer-01-fold-2,id:row-07,id:x%3A0x1.8000000000000p%2B2,5.08,4.627272727272727,4.729318962470674,0.3506810375293261,4.9084533588859856,0.17154664111401452,1.2733649281484714,0.2753971228336183,0.7699480789466207,0.22280286918659561,succeeded,
id:rep-001%3Arow-08,1,id:outer-01-fold-3,id:row-08,id:x%3A0x1.c000000000000p%2B2,5.5600000000000005,4.583636363636364,4.803711979304225,0.7562880206957754,5.190037966754115,0.3699620332458853,1.2360207008134685,0.6118732640950396,0.8604468650963308,0.4299649963911094,succeeded,
id:rep-001%3Arow-09,1,id:outer-01-fold-4,id:row-09,id:x%3A0x1.0000000000000p%2B3,6.19,4.526363636363636,4.90135281389826,1.2886471861017403,5.559617764581033,0.630382235418967,1.1742182121951237,1.0974512000565033,1.0930000718791255,0.5767449167091004,succeeded,
id:rep-001%3Arow-10,1,id:outer-01-fold-5,id:row-10,id:x%3A0x1.2000000000000p%2B3,6.97,4.455454545454545,5.022241466252779,1.947758533747221,6.017192752366741,0.9528072476332587,1.0493013811105363,1.8562431812353049,0.8604468650963308,1.1073400186385567,succeeded,
