row_id,source_row_id,x,y,x_group_id,input_status,input_reason,pred_null_oof,pred_one_oof,resid_one_oof,pred_two_oof,resid_two_oof,p2_oof_fallback_code,pred_one_refit,pred_two_refit,segment_refit,residual_flags,influence_flags,robust_scale,z_median,score_median_abs_z,flag_rate,appearance_count,refit_residual,influence_dmax,influence_drms,influence_delta_c,action
id:row-01,id:2,0.0,1.3,id:x%3A0x0.0p%2B0,USED,,4.970909090909091,4.143473954906463,-2.8434739549064636,4.143473954906463,-2.8434739549064636,,1.25,1.75,left,LARGE_OOF_RESIDUAL,,0.6516075414303091,-4.363783065900227,4.363783065900227,1.0,10,-0.44999999999999996,0.1,0.05,0.01,review_only
id:row-02,id:3,1.0,1.78,id:x%3A0x1.0000000000000p%2B0,USED,,4.927272727272727,4.217866971740014,-2.4378669717400134,2.972559179792603,-1.192559179792603,,1.8900000000000001,2.07,left,,,0.7070829848886273,-1.686590124892403,1.686590124892403,0.0,10,-0.2899999999999998,0.09636363636363637,0.04818181818181819,0.01,review_only
id:row-03,id:4,2.0,2.41,id:x%3A0x1.0000000000000p%2B1,USED,,4.87,4.3155078063340495,-1.9055078063340494,3.3421389776195216,-0.9321389776195215,,2.5300000000000002,2.39,left,,,0.7912595307087035,-1.1780445497884078,1.1780445497884078,0.0,10,0.020000000000000018,0.09272727272727273,0.046363636363636364,0.01,review_only
id:row-04,id:5,3.0,3.19,id:x%3A0x1.8000000000000p%2B1,USED,,4.799090909090909,4.436396458688568,-1.2463964586885683,3.79971396540523,-0.6097139654052302,,3.17,2.71,left,,,0.8467349741670217,-0.7200765103685935,0.7200765103685935,0.0,10,0.48,0.0890909090909091,0.04454545454545455,0.01,review_only
id:row-05,id:6,4.0,3.67,id:x%3A0x1.0000000000000p%2B2,USED,,4.755454545454546,4.510789475522119,-0.8407894755221195,4.081298573273359,-0.41129857327335895,,3.81,3.0300000000000002,left,,,0.8467349741670217,-0.4857465273333905,0.4857465273333905,0.0,10,0.6399999999999997,0.08545454545454545,0.042727272727272725,0.01,review_only
id:row-06,id:7,5.0,4.3,id:x%3A0x1.4000000000000p%2B2,USED,,4.698181818181818,4.608430310116154,-0.3084303101161545,4.608430310116154,-0.3084303101161545,,4.45,3.35,left,,,0.7912595307087035,-0.3897966446481906,0.3897966446481906,0.0,10,0.9499999999999997,0.08181818181818182,0.04090909090909091,0.01,review_only
id:row-07,id:8,6.0,5.08,id:x%3A0x1.8000000000000p%2B2,USED,,4.627272727272727,4.729318962470674,0.3506810375293261,4.9084533588859856,0.17154664111401452,,5.09,4.0,right,,,0.7699480789466207,0.22280286918659561,0.22280286918659561,0.0,10,1.08,0.08181818181818182,0.04090909090909091,0.01,review_only
id:row-08,id:9,7.0,5.5600000000000005,id:x%3A0x1.c000000000000p%2B2,USED,,4.583636363636364,4.803711979304225,0.7562880206957754,5.190037966754115,0.3699620332458853,,5.73,4.9799999999999995,right,,,0.8604468650963308,0.4299649963911094,0.4299649963911094,0.0,10,0.580000000000001,0.08545454545454545,0.042727272727272725,0.01,review_only
id:row-09,id:10,8.0,6.19,id:x%3A0x1.0000000000000p%2B3,USED,,4.526363636363636,4.90135281389826,1.2886471861017403,5.559617764581033,0.630382235418967,,6.37,5.96,right,,,1.0930000718791255,0.5767449167091004,0.5767449167091004,0.0,10,0.23000000000000043,0.0890909090909091,0.04454545454545455,0.01,review_only
id:row-10,id:11,9.0,6.97,id:x%3A0x1.2000000000000p%2B3,USED,,4.455454545454545,5.022241466252779,1.947758533747221,6.017192752366741,0.9528072476332587,,7.01,6.9399999999999995,right,,,0.8604468650963308,1.1073400186385567,1.1073400186385567,0.0,10,0.03000000000000025,0.09272727272727273,0.046363636363636364,0.01,review_only
id:row-11,id:12,10.0,7.45,id:x%3A0x1.4000000000000p%2B3,USED,,4.411818181818182,5.09663448308633,2.3533655169136702,5.09663448308633,2.3533655169136702,,7.65,7.92,right,LARGE_OOF_RESIDUAL,,0.6046383376352611,3.892187065275544,3.892187065275544,1.0,10,-0.46999999999999975,0.09636363636363637,0.04818181818181819,0.01,review_only
id:row-12,id:13,11.0,8.079999999999998,id:x%3A0x1.6000000000000p%2B3,USED,,4.3545454545454545,5.194275317680364,2.8857246823196343,6.668357158061788,1.4116428419382103,,8.29,8.899999999999999,right,,,0.6146774665960905,2.296558632213229,2.296558632213229,0.0,10,-0.8200000000000003,0.1,0.05,0.01,review_only
