row_id,source_row_id,x,y,x_group_id,input_status,input_reason,pred_null_oof,pred_one_oof,resid_one_oof,pred_two_oof,resid_two_oof,p2_oof_fallback_code,pred_one_refit,pred_two_refit,segment_refit,residual_flags,influence_flags,robust_scale,z_median,score_median_abs_z,flag_rate,appearance_count,refit_residual,influence_dmax,influence_drms,influence_delta_c,action
id:%3Cimg%20src%3Dx%20onerror%3D%22alert%281%29%22%3E,id:%3D1%2B1,0.0,1.3,id:x%3A0x0.0p%2B0,USED,,4.970909090909091,3.242462508014331,-1.9424625080143305,3.225040967686851,-1.925040967686851,,1.25,1.75,left,,,0.8698738483891382,-2.233039321289459,2.233039321289459,0.0,10,0.050000000000000044,0.1,0.05,0.01,review_only
id:row-02,id:3,1.0,1.78,id:x%3A0x1.0000000000000p%2B0,USED,,4.927272727272727,3.4453801888919293,-1.6653801888919293,3.43044374198412,-1.65044374198412,,1.8900000000000001,2.07,left,,,0.8698738483891386,-1.9145077093373204,1.9145077093373204,0.0,10,-0.1100000000000001,0.09636363636363637,0.04818181818181819,0.01,review_only
id:row-03,id:4,2.0,2.41,id:x%3A0x1.0000000000000p%2B1,USED,,4.87,3.7117096450437788,-1.3017096450437786,3.7000348832492866,-1.2900348832492865,,2.5300000000000002,2.39,left,,,1.1049748884943107,-1.1780445497884098,1.1780445497884098,0.0,10,-0.1200000000000001,0.09272727272727273,0.046363636363636364,0.01,review_only
id:row-04,id:5,3.0,3.19,id:x%3A0x1.8000000000000p%2B1,USED,,4.799090909090909,4.041450876469877,-0.8514508764698773,4.033814391482349,-0.8438143914823492,,3.17,2.71,left,,,0.9874243684417244,-0.8622947778912629,0.8622947778912629,0.0,10,0.020000000000000018,0.0890909090909091,0.04454545454545455,0.01,review_only
id:row-05,id:6,4.0,3.67,id:x%3A0x1.0000000000000p%2B2,USED,,4.755454545454546,4.244368557347476,-0.5743685573474768,4.2392171657796185,-0.5692171657796189,,3.81,3.0300000000000002,left,,,0.8698738483891386,-0.6602894872757833,0.6602894872757833,0.0,10,-0.14000000000000012,0.08545454545454545,0.042727272727272725,0.01,review_only
id:row-06,id:7,5.0,4.3,id:x%3A0x1.4000000000000p%2B2,USED,,4.698181818181818,4.510698013499326,-0.2106980134993257,4.508808307044784,-0.20880830704478487,,4.45,3.35,left,,,0.9874243684417244,-0.21338141961377027,0.21338141961377027,0.0,10,-0.15000000000000036,0.08181818181818182,0.04090909090909091,0.01,review_only
id:row-07,id:8,6.0,5.08,id:x%3A0x1.8000000000000p%2B2,USED,,4.627272727272727,4.840439244925424,0.23956075507457586,4.842587815277847,0.2374121847221527,,5.09,4.0,right,,,0.8698738483891382,0.27539712283361845,0.27539712283361845,0.0,10,-0.009999999999999787,0.08181818181818182,0.04090909090909091,0.01,review_only
id:row-08,id:9,7.0,5.5600000000000005,id:x%3A0x1.c000000000000p%2B2,USED,,4.583636363636364,5.043356925803024,0.5166430741969765,5.047990589575117,0.5120094104248832,,5.73,4.9799999999999995,right,,,0.8443628844628325,0.6118732640950401,0.6118732640950401,0.0,10,-0.16999999999999993,0.08545454545454545,0.042727272727272725,0.01,review_only
id:row-09,id:10,8.0,6.19,id:x%3A0x1.0000000000000p%2B3,USED,,4.526363636363636,5.309686381954872,0.8803136180451276,5.317581730840283,0.8724182691597172,,6.37,5.96,right,,,0.8021437472571021,1.0974512000565038,1.0974512000565038,0.0,10,-0.17999999999999972,0.0890909090909091,0.04454545454545455,0.01,review_only
id:row-10,id:11,9.0,6.97,id:x%3A0x1.2000000000000p%2B3,USED,,4.455454545454545,5.63942761338097,1.3305723866190289,5.651361239073346,1.3186387609266543,,7.01,6.9399999999999995,right,,,0.7168093060595385,1.8562431812353046,1.8562431812353046,0.0,10,-0.040000000000000036,0.09272727272727273,0.046363636363636364,0.01,review_only
id:row-11,id:12,10.0,7.45,id:x%3A0x1.4000000000000p%2B3,USED,,4.411818181818182,5.842345294258571,1.6076547057414294,5.856764013370615,1.5932359866293848,,7.65,7.92,right,,,0.8443628844628325,1.903985520116968,1.903985520116968,0.0,10,-0.20000000000000018,0.09636363636363637,0.04818181818181819,0.01,review_only
id:row-12,id:13,11.0,8.079999999999998,id:x%3A0x1.6000000000000p%2B3,USED,,4.3545454545454545,6.108674750410419,1.9713252495895797,6.12635515463578,1.953644845364218,,8.29,8.899999999999999,right,,,0.7168093060595381,2.7501390298995947,2.7501390298995947,0.0,10,-0.21000000000000085,0.1,0.05,0.01,review_only
id:excluded%3A..%2F%3D2%2B3%3A1,id:..%2F%3D2%2B3,,,,EXCLUDED,INVALID_NUMBER,,,,,,,,,,,,,,,,,,,,,skipped_with_audit
