resample_id,status,rel_mse_uplift,failure_code
id:bootstrap-001,success,-0.05,
id:bootstrap-002,success,-0.04947089947089947,
id:bootstrap-003,success,-0.048941798941798946,
id:bootstrap-004,success,-0.048412698412698414,
id:bootstrap-005,success,-0.04788359788359789,
id:bootstrap-006,success,-0.04735449735449736,
id:bootstrap-007,success,-0.046825396825396826,
id:bootstrap-008,success,-0.0462962962962963,
id:bootstrap-009,success,-0.04576719576719577,
id:bootstrap-010,success,-0.045238095238095244,
id:bootstrap-011,success,-0.04470899470899471,
id:bootstrap-012,success,-0.04417989417989418,
id:bootstrap-013,success,-0.043650793650793655,
id:bootstrap-014,success,-0.04312169312169312,
id:bootstrap-015,success,-0.0425925925925926,
id:bootstrap-016,success,-0.04206349206349207,
id:bootstrap-017,success,-0.041534391534391535,
id:bootstrap-018,success,-0.041005291005291,
id:bootstrap-019,success,-0.04047619047619048,
id:bootstrap-020,success,-0.03994708994708995,
id:bootstrap-021,success,-0.03941798941798942,
id:bootstrap-022,success,-0.03888888888888889,
id:bootstrap-023,success,-0.03835978835978836,
id:bootstrap-024,success,-0.03783068783068783,
id:bootstrap-025,success,-0.0373015873015873,
id:bootstrap-026,success,-0.036772486772486776,
id:bootstrap-027,success,-0.036243386243386244,
id:bootstrap-028,success,-0.03571428571428571,
id:bootstrap-029,success,-0.03518518518518519,
id:bootstrap-030,success,-0.034656084656084656,
id:bootstrap-031,success,-0.03412698412698413,
id:bootstrap-032,success,-0.0335978835978836,
id:bootstrap-033,success,-0.03306878306878307,
id:bootstrap-034,success,-0.03253968253968254,
id:bootstrap-035,success,-0.03201058201058201,
id:bootstrap-036,success,-0.031481481481481485,
id:bootstrap-037,success,-0.030952380952380953,
id:bootstrap-038,success,-0.030423280423280425,
id:bootstrap-039,success,-0.029894179894179897,
id:bootstrap-040,success,-0.029365079365079365,
id:bootstrap-041,success,-0.02883597883597884,
id:bootstrap-042,success,-0.028306878306878308,
id:bootstrap-043,success,-0.02777777777777778,
id:bootstrap-044,success,-0.02724867724867725,
id:bootstrap-045,success,-0.02671957671957672,
id:bootstrap-046,success,-0.026190476190476195,
id:bootstrap-047,success,-0.025661375661375663,
id:bootstrap-048,success,-0.025132275132275134,
id:bootstrap-049,success,-0.024603174603174603,
id:bootstrap-050,success,-0.024074074074074074,
id:bootstrap-051,success,-0.02354497354497355,
id:bootstrap-052,success,-0.023015873015873017,
id:bootstrap-053,success,-0.02248677248677249,
id:bootstrap-054,success,-0.021957671957671957,
id:bootstrap-055,success,-0.02142857142857143,
id:bootstrap-056,success,-0.020899470899470904,
id:bootstrap-057,success,-0.020370370370370372,
id:bootstrap-058,success,-0.019841269841269844,
id:bootstrap-059,success,-0.019312169312169312,
id:bootstrap-060,success,-0.018783068783068783,
id:bootstrap-061,success,-0.01825396825396826,
id:bootstrap-062,success,-0.017724867724867727,
id:bootstrap-063,success,-0.017195767195767195,
id:bootstrap-064,success,-0.016666666666666663,
id:bootstrap-065,success,-0.016137566137566138,
id:bootstrap-066,success,-0.015608465608465613,
id:bootstrap-067,success,-0.015079365079365081,
id:bootstrap-068,success,-0.01455026455026455,
id:bootstrap-069,success,-0.014021164021164018,
id:bootstrap-070,success,-0.013492063492063493,
id:bootstrap-071,success,-0.012962962962962968,
id:bootstrap-072,success,-0.012433862433862436,
id:bootstrap-073,success,-0.011904761904761904,
id:bootstrap-074,success,-0.011375661375661372,
id:bootstrap-075,success,-0.010846560846560847,
id:bootstrap-076,success,-0.010317460317460322,
id:bootstrap-077,success,-0.00978835978835979,
id:bootstrap-078,success,-0.009259259259259259,
id:bootstrap-079,success,-0.008730158730158727,
id:bootstrap-080,success,-0.008201058201058202,
id:bootstrap-081,success,-0.007671957671957677,
id:bootstrap-082,success,-0.007142857142857145,
id:bootstrap-083,success,-0.006613756613756613,
id:bootstrap-084,success,-0.0060846560846560815,
id:bootstrap-085,success,-0.005555555555555557,
id:bootstrap-086,success,-0.005026455026455032,
id:bootstrap-087,success,-0.0044973544973545,
id:bootstrap-088,success,-0.003968253968253968,
id:bootstrap-089,success,-0.003439153439153436,
