appearance_id,repetition,outer_fold_id,row_id,x_group_id,procedure,y,prediction_oof,residual_oof,robust_scale,scale_method,scale_scope,z_oof,fallback_status,fallback_code,action
id:diag-one-rep-001%3Arow-01,1,id:outer-01-fold-1,id:row-01,id:x%3A0x0.0p%2B0,one,1.0,2.6367880131525894,-1.6367880131525894,1.104336015201135,qn_finite_sample,outer_train_inner_oof,-1.4821467294575899,not_applicable,,review_only
id:diag-two-rep-001%3Arow-01,1,id:outer-01-fold-1,id:row-01,id:x%3A0x0.0p%2B0,two,1.0,2.6367880131525894,-1.6367880131525894,1.104336015201135,qn_finite_sample,outer_train_inner_oof,-1.4821467294575899,failed_with_p1_fallback,NO_BALANCED_SPLIT,review_only
id:diag-one-rep-001%3Arow-02,1,id:outer-01-fold-2,id:row-02,id:x%3A0x1.0000000000000p%2B0,one,10.0,6.492597114673023,3.507402885326977,0.9740626108105254,qn_finite_sample,outer_train_inner_oof,3.6007981893570875,not_applicable,,review_only
id:diag-two-rep-001%3Arow-02,1,id:outer-01-fold-2,id:row-02,id:x%3A0x1.0000000000000p%2B0,two,10.0,6.492597114673023,3.507402885326977,0.9740626108105254,qn_finite_sample,outer_train_inner_oof,3.6007981893570875,failed_with_p1_fallback,NO_BALANCED_SPLIT,review_only
id:diag-one-rep-001%3Arow-03,1,id:outer-01-fold-3,id:row-03,id:x%3A0x1.0000000000000p%2B1,one,2.0,3.06521124665486,-1.0652112466548596,1.1413862494773641,qn_finite_sample,outer_train_inner_oof,-0.9332609772919687,not_applicable,,review_only
id:diag-two-rep-001%3Arow-03,1,id:outer-01-fold-3,id:row-03,id:x%3A0x1.0000000000000p%2B1,two,2.0,3.06521124665486,-1.0652112466548596,1.1413862494773641,qn_finite_sample,outer_train_inner_oof,-0.9332609772919687,failed_with_p1_fallback,NO_BALANCED_SPLIT,review_only
id:diag-one-rep-001%3Arow-04,1,id:outer-01-fold-4,id:row-04,id:x%3A0x1.8000000000000p%2B1,one,2.5,3.5318074096517456,-1.0318074096517456,1.3060540317377747,qn_finite_sample,outer_train_inner_oof,-0.7900189307473525,not_applicable,,review_only
id:diag-two-rep-001%3Arow-04,1,id:outer-01-fold-4,id:row-04,id:x%3A0x1.8000000000000p%2B1,two,2.5,3.5318074096517456,-1.0318074096517456,1.3060540317377747,qn_finite_sample,outer_train_inner_oof,-0.7900189307473525,failed_with_p1_fallback,NO_BALANCED_SPLIT,review_only
id:diag-one-rep-001%3Arow-05,1,id:outer-01-fold-1,id:row-05,id:x%3A0x1.8000000000000p%2B1,one,2.7,3.627884361197613,-0.9278843611976129,1.3060540317377747,qn_finite_sample,outer_train_inner_oof,-0.7104486787296335,not_applicable,,review_only
id:diag-two-rep-001%3Arow-05,1,id:outer-01-fold-1,id:row-05,id:x%3A0x1.8000000000000p%2B1,two,2.7,3.627884361197613,-0.9278843611976129,1.3060540317377747,qn_finite_sample,outer_train_inner_oof,-0.7104486787296335,failed_with_p1_fallback,NO_BALANCED_SPLIT,review_only
