row_id,source_row_id,x,y,x_group_id,input_status,input_reason,pred_null_oof,pred_one_oof,resid_one_oof,pred_two_oof,resid_two_oof,p2_oof_fallback_code,pred_one_refit,pred_two_refit,segment_refit,residual_flags,influence_flags,robust_scale,z_median,score_median_abs_z,flag_rate,appearance_count,refit_residual,influence_dmax,influence_drms,influence_delta_c,action
id:row-01,id:2,0.0,1.0,id:x%3A0x0.0p%2B0,USED,,4.15,2.6367880131525894,-1.6367880131525894,2.6367880131525894,-1.6367880131525894,NO_BALANCED_SPLIT,1.25,,,,,1.104336015201135,-1.4821467294575899,1.4821467294575899,0.0,20,-0.25,0.1,0.05,,review_only
id:row-02,id:3,1.0,10.0,id:x%3A0x1.0000000000000p%2B0,USED,,3.25,6.492597114673023,3.507402885326977,6.492597114673023,3.507402885326977,NO_BALANCED_SPLIT,1.8900000000000001,,,LARGE_OOF_RESIDUAL,HIGH_REFIT_INFLUENCE,0.9740626108105254,3.6007981893570875,3.6007981893570875,1.0,20,8.11,0.6,0.3,,review_only
id:row-03,id:4,2.0,2.0,id:x%3A0x1.0000000000000p%2B1,USED,,4.05,3.06521124665486,-1.0652112466548596,3.06521124665486,-1.0652112466548596,NO_BALANCED_SPLIT,2.5300000000000002,,,,,1.1413862494773641,-0.9332609772919687,0.9332609772919687,0.0,20,-0.5300000000000002,0.08857142857142858,0.04428571428571429,,review_only
id:row-04,id:5,3.0,2.5,id:x%3A0x1.8000000000000p%2B1,USED,,4.485714285714286,3.5318074096517456,-1.0318074096517456,3.5318074096517456,-1.0318074096517456,NO_BALANCED_SPLIT,3.17,,,,,1.3060540317377747,-0.7900189307473525,0.7900189307473525,0.0,20,-0.6699999999999999,0.08285714285714287,0.04142857142857143,,review_only
id:row-05,id:6,3.0,2.7,id:x%3A0x1.8000000000000p%2B1,USED,,4.485714285714286,3.627884361197613,-0.9278843611976129,3.627884361197613,-0.9278843611976129,NO_BALANCED_SPLIT,3.17,,,,,1.3060540317377747,-0.7104486787296335,0.7104486787296335,0.0,20,-0.46999999999999975,0.08285714285714287,0.04142857142857143,,review_only
id:row-06,id:7,3.0,2.7,id:x%3A0x1.8000000000000p%2B1,USED,,4.485714285714286,3.627884361197613,-0.9278843611976129,3.627884361197613,-0.9278843611976129,NO_BALANCED_SPLIT,3.17,,,,,1.3060540317377747,-0.7104486787296335,0.7104486787296335,0.0,20,-0.46999999999999975,0.08285714285714287,0.04142857142857143,,review_only
id:row-07,id:8,3.0,3.2,id:x%3A0x1.8000000000000p%2B1,USED,,4.485714285714286,3.8680767400622815,-0.6680767400622812,3.8680767400622815,-0.6680767400622812,NO_BALANCED_SPLIT,3.17,,,,,1.3060540317377747,-0.5115230486853362,0.5115230486853362,0.0,20,0.03000000000000025,0.08285714285714287,0.04142857142857143,,review_only
id:row-08,id:9,4.0,3.8,id:x%3A0x1.0000000000000p%2B2,USED,,3.87,3.8363730669589464,-0.03637306695894658,3.8363730669589464,-0.03637306695894658,NO_BALANCED_SPLIT,3.81,,,,,1.104336015201135,-0.03293659398794657,0.03293659398794657,0.0,20,-0.010000000000000231,0.08285714285714287,0.04142857142857143,,review_only
id:row-09,id:10,5.0,4.2,id:x%3A0x1.4000000000000p%2B2,USED,,3.8299999999999996,4.007742360359854,0.1922576396401457,4.007742360359854,0.1922576396401457,NO_BALANCED_SPLIT,4.45,,,,,1.1043360152011354,0.17409342536485992,0.17409342536485992,0.0,20,-0.25,0.08857142857142858,0.04428571428571429,,review_only
id:row-10,id:11,6.0,5.0,id:x%3A0x1.8000000000000p%2B2,USED,,3.75,4.350480947161671,0.649519052838329,4.350480947161671,0.649519052838329,NO_BALANCED_SPLIT,5.09,,,,,1.104336015201135,0.588153464070472,0.588153464070472,0.0,20,-0.08999999999999986,0.09428571428571429,0.047142857142857146,,review_only
id:row-11,id:12,7.0,5.4,id:x%3A0x1.c000000000000p%2B2,USED,,3.71,4.521850240562579,0.8781497594374211,4.521850240562579,0.8781497594374211,NO_BALANCED_SPLIT,5.73,,,,,1.0170886893248545,0.8633954626123497,0.8633954626123497,0.0,20,-0.33000000000000007,0.1,0.05,,review_only
