x_group_id,grid_index,x,full_prediction,without_group_prediction,s_ref,s_ref_status,normalized_delta,status
id:x%3A0x0.0p%2B0,0,0.0,1.25,1.1395663984798865,1.104336015201135,defined,0.1,sensitivity_only
id:x%3A0x0.0p%2B0,1,0.014,1.25896,1.3140128712520585,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,2,0.028,1.26792,1.2128671287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,3,0.042,1.27688,1.3319328712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,4,0.056,1.28584,1.2307871287479417,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,5,0.07,1.2948,1.3498528712520583,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,6,0.084,1.30376,1.2487071287479417,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,7,0.098,1.31272,1.3677728712520585,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,8,0.112,1.32168,1.2666271287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,9,0.126,1.33064,1.3856928712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,10,0.14,1.3396,1.2845471287479415,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,11,0.154,1.34856,1.4036128712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,12,0.168,1.35752,1.3024671287479417,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,13,0.182,1.36648,1.4215328712520583,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,14,0.196,1.37544,1.3203871287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,15,0.21,1.3844,1.4394528712520585,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,16,0.224,1.39336,1.3383071287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,17,0.238,1.40232,1.4573728712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,18,0.252,1.41128,1.3562271287479417,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,19,0.266,1.42024,1.4752928712520583,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,20,0.28,1.4292,1.3741471287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,21,0.294,1.4381599999999999,1.4932128712520583,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,22,0.308,1.44712,1.3920671287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,23,0.322,1.45608,1.5111328712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,24,0.336,1.4650400000000001,1.4099871287479417,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,25,0.35,1.474,1.5290528712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,26,0.364,1.48296,1.4279071287479417,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,27,0.378,1.49192,1.5469728712520583,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,28,0.392,1.50088,1.4458271287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,29,0.406,1.50984,1.5648928712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,30,0.42,1.5188,1.4637471287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,31,0.434,1.52776,1.5828128712520584,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,32,0.448,1.53672,1.4816671287479417,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,33,0.462,1.54568,1.6007328712520583,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,34,0.476,1.55464,1.4995871287479416,1.104336015201135,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,35,0.49,1.5636,1.6186528712520585,1.104336015201135,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,36,0.504,1.57256,1.5240014609627406,0.9740626108105254,defined,0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,37,0.518,1.58152,1.6300785390372594,0.9740626108105254,defined,-0.04985155830676358,sensitivity_only
id:x%3A0x0.0p%2B0,38,0.532,1.59048,1.5419214609627407,0.9740626108105254,defined,0.04985155830676358,sensitivity_only
