series,x,y,domain_start,domain_end
p1,0,1.25,0,9
p1,0.089999999999999997,1.3076000000000001,0,9
p1,0.17999999999999999,1.3652,0,9
p1,0.27000000000000002,1.4228000000000001,0,9
p1,0.35999999999999999,1.4803999999999999,0,9
p1,0.45000000000000001,1.538,0,9
p1,0.54000000000000004,1.5956000000000001,0,9
p1,0.63,1.6532,0,9
p1,0.71999999999999997,1.7107999999999999,0,9
p1,0.81000000000000005,1.7684000000000002,0,9
p1,0.90000000000000002,1.8260000000000001,0,9
p1,0.98999999999999999,1.8835999999999999,0,9
p1,1.0800000000000001,1.9412,0,9
p1,1.1699999999999999,1.9988000000000001,0,9
p1,1.26,2.0564,0,9
p1,1.3500000000000001,2.1139999999999999,0,9
p1,1.4399999999999999,2.1715999999999998,0,9
p1,1.53,2.2292000000000001,0,9
p1,1.6200000000000001,2.2868000000000004,0,9
p1,1.71,2.3444000000000003,0,9
p1,1.8,2.4020000000000001,0,9
p1,1.8899999999999999,2.4596,0,9
p1,1.98,2.5171999999999999,0,9
p1,2.0699999999999998,2.5747999999999998,0,9
p1,2.1600000000000001,2.6324000000000001,0,9
p1,2.25,2.6899999999999999,0,9
p1,2.3399999999999999,2.7476000000000003,0,9
p1,2.4300000000000002,2.8052000000000001,0,9
p1,2.52,2.8628,0,9
p1,2.6099999999999999,2.9203999999999999,0,9
p1,2.7000000000000002,2.9780000000000002,0,9
p1,2.79,3.0356000000000001,0,9
p1,2.8799999999999999,3.0931999999999999,0,9
p1,2.9700000000000002,3.1508000000000003,0,9
p1,3.0600000000000001,3.2084000000000001,0,9
p1,3.1499999999999999,3.266,0,9
p1,3.2400000000000002,3.3236000000000003,0,9
p1,3.3300000000000001,3.3812000000000002,0,9
p1,3.4199999999999999,3.4388000000000001,0,9
p1,3.5099999999999998,3.4964,0,9
p1,3.6000000000000001,3.5540000000000003,0,9
p1,3.6899999999999999,3.6116000000000001,0,9
p1,3.7799999999999998,3.6692,0,9
p1,3.8700000000000001,3.7268000000000003,0,9
p1,3.96,3.7844000000000002,0,9
p1,4.0499999999999998,3.8420000000000001,0,9
p1,4.1399999999999997,3.8996,0,9
p1,4.2300000000000004,3.9572000000000003,0,9
p1,4.3200000000000003,4.0148000000000001,0,9
p1,4.4100000000000001,4.0724,0,9
p1,4.5,4.1299999999999999,0,9
p1,4.5899999999999999,4.1875999999999998,0,9
p1,4.6799999999999997,4.2452000000000005,0,9
p1,4.7699999999999996,4.3027999999999995,0,9
p1,4.8600000000000003,4.3604000000000003,0,9
p1,4.9500000000000002,4.4180000000000001,0,9
p1,5.04,4.4756,0,9
p1,5.1299999999999999,4.5331999999999999,0,9
p1,5.2199999999999998,4.5907999999999998,0,9
p1,5.3099999999999996,4.6483999999999996,0,9
p1,5.4000000000000004,4.7060000000000004,0,9
p1,5.4900000000000002,4.7636000000000003,0,9
p1,5.5800000000000001,4.8212000000000002,0,9
p1,5.6699999999999999,4.8788,0,9
p1,5.7599999999999998,4.9363999999999999,0,9
p1,5.8499999999999996,4.9939999999999998,0,9
p1,5.9400000000000004,5.0516000000000005,0,9
p1,6.0300000000000002,5.1092000000000004,0,9
p1,6.1200000000000001,5.1668000000000003,0,9
p1,6.21,5.2244000000000002,0,9
p1,6.2999999999999998,5.282,0,9
p1,6.3899999999999997,5.3395999999999999,0,9
p1,6.4800000000000004,5.3972000000000007,0,9
p1,6.5700000000000003,5.4548000000000005,0,9
p1,6.6600000000000001,5.5124000000000004,0,9
p1,6.75,5.5700000000000003,0,9
p1,6.8399999999999999,5.6276000000000002,0,9
p1,6.9299999999999997,5.6852,0,9
p1,7.0199999999999996,5.7427999999999999,0,9
p1,7.1100000000000003,5.8004000000000007,0,9
p1,7.2000000000000002,5.8580000000000005,0,9
p1,7.29,5.9156000000000004,0,9
p1,7.3799999999999999,5.9732000000000003,0,9
p1,7.4699999999999998,6.0308000000000002,0,9
p1,7.5599999999999996,6.0884,0,9
p1,7.6500000000000004,6.1459999999999999,0,9
p1,7.7400000000000002,6.2036000000000007,0,9
p1,7.8300000000000001,6.2612000000000005,0,9
p1,7.9199999999999999,6.3188000000000004,0,9
p1,8.0099999999999998,6.3764000000000003,0,9
p1,8.0999999999999996,6.4340000000000002,0,9
p1,8.1899999999999995,6.4916,0,9
p1,8.2799999999999994,6.5491999999999999,0,9
p1,8.3699999999999992,6.6067999999999998,0,9
p1,8.4600000000000009,6.6644000000000005,0,9
p1,8.5500000000000007,6.7220000000000004,0,9
p1,8.6400000000000006,6.7796000000000003,0,9
p1,8.7300000000000004,6.8372000000000002,0,9
p1,8.8200000000000003,6.8948,0,9
p1,8.9100000000000001,6.9523999999999999,0,9
p1,9,7.0099999999999998,0,9
p2_left,0,1.75,0,3.5
p2_left,0.070000000000000007,1.7724,0,3.5
p2_left,0.14000000000000001,1.7948,0,3.5
p2_left,0.20999999999999999,1.8171999999999999,0,3.5
p2_left,0.28000000000000003,1.8395999999999999,0,3.5
p2_left,0.34999999999999998,1.8620000000000001,0,3.5
p2_left,0.41999999999999998,1.8844000000000001,0,3.5
p2_left,0.48999999999999999,1.9068000000000001,0,3.5
p2_left,0.56000000000000005,1.9292,0,3.5
p2_left,0.63,1.9516,0,3.5
p2_left,0.69999999999999996,1.974,0,3.5
p2_left,0.77000000000000002,1.9964,0,3.5
p2_left,0.83999999999999997,2.0188000000000001,0,3.5
p2_left,0.91000000000000003,2.0411999999999999,0,3.5
p2_left,0.97999999999999998,2.0636000000000001,0,3.5
p2_left,1.05,2.0859999999999999,0,3.5
p2_left,1.1200000000000001,2.1084000000000001,0,3.5
p2_left,1.1899999999999999,2.1307999999999998,0,3.5
p2_left,1.26,2.1532,0,3.5
p2_left,1.3300000000000001,2.1756000000000002,0,3.5
p2_left,1.3999999999999999,2.198,0,3.5
p2_left,1.47,2.2204000000000002,0,3.5
p2_left,1.54,2.2427999999999999,0,3.5
p2_left,1.6100000000000001,2.2652000000000001,0,3.5
p2_left,1.6799999999999999,2.2875999999999999,0,3.5
p2_left,1.75,2.3100000000000001,0,3.5
p2_left,1.8200000000000001,2.3323999999999998,0,3.5
p2_left,1.8899999999999999,2.3548,0,3.5
p2_left,1.96,2.3772000000000002,0,3.5
p2_left,2.0299999999999998,2.3996,0,3.5
p2_left,2.1000000000000001,2.4220000000000002,0,3.5
p2_left,2.1699999999999999,2.4443999999999999,0,3.5
p2_left,2.2400000000000002,2.4668000000000001,0,3.5
p2_left,2.3100000000000001,2.4892000000000003,0,3.5
p2_left,2.3799999999999999,2.5116000000000001,0,3.5
p2_left,2.4500000000000002,2.5339999999999998,0,3.5
p2_left,2.52,2.5564,0,3.5
p2_left,2.5899999999999999,2.5788000000000002,0,3.5
p2_left,2.6600000000000001,2.6012,0,3.5
p2_left,2.73,2.6236000000000002,0,3.5
p2_left,2.7999999999999998,2.6459999999999999,0,3.5
p2_left,2.8700000000000001,2.6684000000000001,0,3.5
p2_left,2.9399999999999999,2.6907999999999999,0,3.5
p2_left,3.0099999999999998,2.7132000000000001,0,3.5
p2_left,3.0800000000000001,2.7355999999999998,0,3.5
p2_left,3.1499999999999999,2.758,0,3.5
p2_left,3.2200000000000002,2.7804000000000002,0,3.5
p2_left,3.29,2.8028,0,3.5
p2_left,3.3599999999999999,2.8251999999999997,0,3.5
p2_left,3.4300000000000002,2.8475999999999999,0,3.5
p2_left,3.5,2.8700000000000001,0,3.5
p2_right,3.5,2.8700000000000001,3.5,9
p2_right,3.6099999999999999,2.9777999999999998,3.5,9
p2_right,3.7200000000000002,3.0856000000000003,3.5,9
p2_right,3.8300000000000001,3.1934,3.5,9
p2_right,3.9399999999999999,3.3012000000000001,3.5,9
p2_right,4.0499999999999998,3.4089999999999998,3.5,9
p2_right,4.1600000000000001,3.5168000000000004,3.5,9
p2_right,4.2699999999999996,3.6245999999999996,3.5,9
p2_right,4.3799999999999999,3.7324000000000002,3.5,9
p2_right,4.4900000000000002,3.8402000000000003,3.5,9
p2_right,4.5999999999999996,3.9479999999999995,3.5,9
p2_right,4.71,4.0557999999999996,3.5,9
p2_right,4.8200000000000003,4.1636000000000006,3.5,9
p2_right,4.9299999999999997,4.2713999999999999,3.5,9
p2_right,5.04,4.3792,3.5,9
p2_right,5.1500000000000004,4.4870000000000001,3.5,9
p2_right,5.2599999999999998,4.5947999999999993,3.5,9
p2_right,5.3700000000000001,4.7026000000000003,3.5,9
p2_right,5.4800000000000004,4.8104000000000005,3.5,9
p2_right,5.5899999999999999,4.9182000000000006,3.5,9
p2_right,5.7000000000000002,5.0259999999999998,3.5,9
p2_right,5.8100000000000005,5.1338000000000008,3.5,9
p2_right,5.9199999999999999,5.2416,3.5,9
p2_right,6.0299999999999994,5.3493999999999993,3.5,9
p2_right,6.1400000000000006,5.4572000000000003,3.5,9
p2_right,6.25,5.5649999999999995,3.5,9
p2_right,6.3599999999999994,5.6727999999999996,3.5,9
p2_right,6.4700000000000006,5.7806000000000006,3.5,9
p2_right,6.5800000000000001,5.8884000000000007,3.5,9
p2_right,6.6899999999999995,5.9962,3.5,9
p2_right,6.7999999999999998,6.1040000000000001,3.5,9
p2_right,6.9100000000000001,6.2118000000000002,3.5,9
p2_right,7.0199999999999996,6.3195999999999994,3.5,9
p2_right,7.1299999999999999,6.4274000000000004,3.5,9
p2_right,7.2400000000000002,6.5351999999999997,3.5,9
p2_right,7.3499999999999996,6.6429999999999998,3.5,9
p2_right,7.46,6.7507999999999999,3.5,9
p2_right,7.5700000000000003,6.8586000000000009,3.5,9
p2_right,7.6799999999999997,6.9664000000000001,3.5,9
p2_right,7.79,7.0742000000000003,3.5,9
p2_right,7.9000000000000004,7.1820000000000004,3.5,9
p2_right,8.0099999999999998,7.2897999999999996,3.5,9
p2_right,8.120000000000001,7.3976000000000006,3.5,9
p2_right,8.2300000000000004,7.5054000000000007,3.5,9
p2_right,8.3399999999999999,7.6132,3.5,9
p2_right,8.4499999999999993,7.7209999999999992,3.5,9
p2_right,8.5599999999999987,7.8287999999999984,3.5,9
p2_right,8.6699999999999999,7.9366000000000003,3.5,9
p2_right,8.7800000000000011,8.0444000000000013,3.5,9
p2_right,8.8900000000000006,8.1522000000000006,3.5,9
p2_right,9,8.2599999999999998,3.5,9
