trace_id,row_id,procedure,training_row_id,training_x_group_id,sample_residual,center_median,estimator,bin_count,target_bin_id,in_target_bin,raw_local_scale,local_floor,computed_scale,zero_tolerance,scale_status,scale_reason
id:scale-one%3Arow-01%3A001,id:row-01,one,id:row-02,id:x%3A0x1.0000000000000p%2B0,-3.430980315584152,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A002,id:row-01,one,id:row-03,id:x%3A0x1.0000000000000p%2B1,-3.1793191677417934,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A003,id:row-01,one,id:row-04,id:x%3A0x1.8000000000000p%2B1,11.584801505676563,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A004,id:row-01,one,id:row-05,id:x%3A0x1.0000000000000p%2B2,-2.3404486749339326,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A005,id:row-01,one,id:row-06,id:x%3A0x1.4000000000000p%2B2,-1.5015781821260714,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A006,id:row-01,one,id:row-07,id:x%3A0x1.8000000000000p%2B2,-0.66270768931821,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A007,id:row-01,one,id:row-08,id:x%3A0x1.c000000000000p%2B2,0.17616280348965088,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A008,id:row-01,one,id:row-09,id:x%3A0x1.0000000000000p%2B3,1.0989203455782983,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-one%3Arow-01%3A009,id:row-01,one,id:row-10,id:x%3A0x1.2000000000000p%2B3,1.937790838386159,-0.66270768931821,qn_finite_sample,1,id:bin-1,true,3.2506177908593084,1.6253088954296542,3.2506177908593084,2.8421709430404007e-13,defined,
id:scale-two%3Arow-01%3A001,id:row-01,two,id:row-02,id:x%3A0x1.0000000000000p%2B0,-2.875595749332692,-0.5554329197977569,qn_finite_sample,1,id:bin-1,true,2.7244291258805347,1.3622145629402673,2.7244291258805347,2.8421709430404007e-13,defined,
id:scale-two%3Arow-01%3A002,id:row-01,two,id:row-03,id:x%3A0x1.0000000000000p%2B1,-2.6646718557386064,-0.5554329197977569,qn_finite_sample,1,id:bin-1,true,2.7244291258805347,1.3622145629402673,2.7244291258805347,2.8421709430404007e-13,defined,
id:scale-two%3Arow-01%3A003,id:row-01,two,id:row-04,id:x%3A0x1.8000000000000p%2B1,9.709529901781046,-0.5554329197977569,qn_finite_sample,1,id:bin-1,true,2.7244291258805347,1.3622145629402673,2.7244291258805347,2.8421709430404007e-13,defined,
id:scale-two%3Arow-01%3A004,id:row-01,two,id:row-05,id:x%3A0x1.0000000000000p%2B2,-1.9615922104249905,-0.5554329197977569,qn_finite_sample,1,id:bin-1,true,2.7244291258805347,1.3622145629402673,2.7244291258805347,2.8421709430404007e-13,defined,
id:scale-two%3Arow-01%3A005,id:row-01,two,id:row-06,id:x%3A0x1.4000000000000p%2B2,-1.2585125651113738,-0.5554329197977569,qn_finite_sample,1,id:bin-1,true,2.7244291258805347,1.3622145629402673,2.7244291258805347,2.8421709430404007e-13,defined,
id:scale-two%3Arow-01%3A006,id:row-01,two,id:row-07,id:x%3A0x1.8000000000000p%2B2,-0.5554329197977569,-0.5554329197977569,qn_finite_sample,1,id:bin-1,true,2.7244291258805347,1.3622145629402673,2.7244291258805347,2.8421709430404007e-13,defined,
