series,x,y,domain_start,domain_end
p1,0,1.25,0,11
p1,0.11,1.3204,0,11
p1,0.22,1.3908,0,11
p1,0.33000000000000002,1.4612000000000001,0,11
p1,0.44,1.5316000000000001,0,11
p1,0.55000000000000004,1.6020000000000001,0,11
p1,0.66000000000000003,1.6724000000000001,0,11
p1,0.77000000000000002,1.7427999999999999,0,11
p1,0.88,1.8132000000000001,0,11
p1,0.98999999999999999,1.8835999999999999,0,11
p1,1.1000000000000001,1.9540000000000002,0,11
p1,1.21,2.0244,0,11
p1,1.3200000000000001,2.0948000000000002,0,11
p1,1.4299999999999999,2.1652,0,11
p1,1.54,2.2355999999999998,0,11
p1,1.6499999999999999,2.306,0,11
p1,1.76,2.3764000000000003,0,11
p1,1.8700000000000001,2.4468000000000001,0,11
p1,1.98,2.5171999999999999,0,11
p1,2.0899999999999999,2.5876000000000001,0,11
p1,2.2000000000000002,2.6580000000000004,0,11
p1,2.3100000000000001,2.7284000000000002,0,11
p1,2.4199999999999999,2.7988,0,11
p1,2.5299999999999998,2.8692000000000002,0,11
p1,2.6400000000000001,2.9396000000000004,0,11
p1,2.75,3.0099999999999998,0,11
p1,2.8599999999999999,3.0804,0,11
p1,2.9700000000000002,3.1508000000000003,0,11
p1,3.0800000000000001,3.2212000000000001,0,11
p1,3.1899999999999999,3.2915999999999999,0,11
p1,3.2999999999999998,3.3620000000000001,0,11
p1,3.4100000000000001,3.4324000000000003,0,11
p1,3.52,3.5028000000000001,0,11
p1,3.6299999999999999,3.5731999999999999,0,11
p1,3.7400000000000002,3.6436000000000002,0,11
p1,3.8500000000000001,3.714,0,11
p1,3.96,3.7844000000000002,0,11
p1,4.0700000000000003,3.8548000000000004,0,11
p1,4.1799999999999997,3.9251999999999998,0,11
p1,4.29,3.9956,0,11
p1,4.4000000000000004,4.0660000000000007,0,11
p1,4.5099999999999998,4.1364000000000001,0,11
p1,4.6200000000000001,4.2068000000000003,0,11
p1,4.7300000000000004,4.2772000000000006,0,11
p1,4.8399999999999999,4.3475999999999999,0,11
p1,4.9500000000000002,4.4180000000000001,0,11
p1,5.0599999999999996,4.4884000000000004,0,11
