x_group_id,grid_index,x,full_prediction,without_group_prediction,s_ref,s_ref_status,normalized_delta,status
id:x%3A0x0.0p%2B0,0,0.0,1.25,1.1460301889893494,1.0396981101065068,defined,0.1,sensitivity_only
id:x%3A0x0.0p%2B0,1,0.022,1.26408,1.3159117832124605,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,2,0.044,1.27816,1.2263282167875396,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,3,0.066,1.29224,1.3440717832124605,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,4,0.088,1.30632,1.2544882167875395,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,5,0.11,1.3204,1.3722317832124604,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,6,0.132,1.33448,1.2826482167875397,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,7,0.154,1.34856,1.4003917832124604,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,8,0.176,1.36264,1.3108082167875397,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,9,0.198,1.37672,1.4285517832124603,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,10,0.22,1.3908,1.3389682167875396,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,11,0.242,1.40488,1.4567117832124603,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,12,0.264,1.41896,1.3671282167875396,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,13,0.286,1.43304,1.4848717832124605,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,14,0.308,1.44712,1.3952882167875396,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,15,0.33,1.4612,1.5130317832124605,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,16,0.352,1.47528,1.4234482167875395,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,17,0.374,1.48936,1.5411917832124604,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,18,0.396,1.5034399999999999,1.4516082167875395,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,19,0.418,1.51752,1.5693517832124604,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,20,0.44,1.5316,1.4797682167875397,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,21,0.462,1.54568,1.5975117832124603,1.0396981101065068,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,22,0.484,1.55976,1.5079282167875396,1.0396981101065068,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,23,0.506,1.5738400000000001,1.6256717832124605,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,24,0.528,1.58792,1.5360882167875396,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,25,0.55,1.602,1.6538317832124605,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,26,0.572,1.61608,1.5642482167875396,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,27,0.594,1.63016,1.6819917832124605,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,28,0.616,1.64424,1.5924082167875395,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,29,0.638,1.65832,1.7101517832124604,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,30,0.66,1.6724,1.6205682167875397,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,31,0.682,1.68648,1.7383117832124604,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,32,0.704,1.7005599999999998,1.6487282167875394,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,33,0.726,1.71464,1.7664717832124603,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,34,0.748,1.72872,1.6768882167875396,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,35,0.77,1.7428,1.7946317832124603,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,36,0.792,1.75688,1.7050482167875396,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,37,0.814,1.77096,1.8227917832124605,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,38,0.836,1.78504,1.7332082167875396,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,39,0.858,1.79912,1.8509517832124605,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,40,0.88,1.8132000000000001,1.7613682167875397,1.039698110106507,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,41,0.902,1.82728,1.8791117832124604,1.039698110106507,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,42,0.924,1.8413599999999999,1.7895282167875395,1.039698110106507,defined,0.04985272427507908,sensitivity_only
