trace_id,row_id,procedure,training_row_id,training_x_group_id,sample_residual,center_median,estimator,bin_count,target_bin_id,in_target_bin,raw_local_scale,local_floor,computed_scale,zero_tolerance,scale_status,scale_reason
id:scale-one%3Arow-01%3A001,id:row-01,one,id:row-02,id:x%3A0x1.0000000000000p%2B0,-1.9905100471823505,0.28632986813888256,qn_finite_sample,2,id:bin-1,true,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A002,id:row-01,one,id:row-03,id:x%3A0x1.0000000000000p%2B1,-1.5558406088028427,0.28632986813888256,qn_finite_sample,2,id:bin-1,true,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A003,id:row-01,one,id:row-04,id:x%3A0x1.8000000000000p%2B1,-1.017678446999642,0.28632986813888256,qn_finite_sample,2,id:bin-1,true,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A004,id:row-01,one,id:row-05,id:x%3A0x1.0000000000000p%2B2,-0.6865017320438267,0.28632986813888256,qn_finite_sample,2,id:bin-1,true,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A005,id:row-01,one,id:row-06,id:x%3A0x1.4000000000000p%2B2,-0.25183229366431836,0.28632986813888256,qn_finite_sample,2,id:bin-1,true,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A006,id:row-01,one,id:row-07,id:x%3A0x1.8000000000000p%2B2,0.28632986813888256,0.28632986813888256,qn_finite_sample,2,id:bin-1,true,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A007,id:row-01,one,id:row-08,id:x%3A0x1.c000000000000p%2B2,0.6175065830946982,0.28632986813888256,qn_finite_sample,2,id:bin-1,false,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A008,id:row-01,one,id:row-09,id:x%3A0x1.0000000000000p%2B3,1.0521760214742064,0.28632986813888256,qn_finite_sample,2,id:bin-1,false,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A009,id:row-01,one,id:row-10,id:x%3A0x1.2000000000000p%2B3,1.5903381832774068,0.28632986813888256,qn_finite_sample,2,id:bin-1,false,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A010,id:row-01,one,id:row-11,id:x%3A0x1.4000000000000p%2B3,1.9215148982332224,0.28632986813888256,qn_finite_sample,2,id:bin-1,false,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
id:scale-one%3Arow-01%3A011,id:row-01,one,id:row-12,id:x%3A0x1.6000000000000p%2B3,2.3561843366127295,0.28632986813888256,qn_finite_sample,2,id:bin-1,false,1.0396981101065068,0.8567509900394934,1.0396981101065068,1.1482370609883217e-13,defined,
