row_id,source_row_id,x,y,x_group_id,input_status,input_reason,pred_null_oof,pred_one_oof,resid_one_oof,pred_two_oof,resid_two_oof,p2_oof_fallback_code,pred_one_refit,pred_two_refit,segment_refit,residual_flags,influence_flags,robust_scale,z_median,score_median_abs_z,flag_rate,appearance_count,refit_residual,influence_dmax,influence_drms,influence_delta_c,action
id:row-01,id:2,0.0,1.3,id:x%3A0x0.0p%2B0,USED,,4.970909090909091,3.6216867621381663,-2.3216867621381665,3.598352634618511,-2.298352634618511,,1.25,1.75,left,,,1.0396981101065068,-2.2330393212894584,2.2330393212894584,0.0,10,0.050000000000000044,0.1,0.05,0.01,review_only
id:row-02,id:3,1.0,1.78,id:x%3A0x1.0000000000000p%2B0,USED,,4.927272727272727,3.7705100471823503,-1.9905100471823505,3.7505044133356327,-1.9705044133356324,,1.8900000000000001,2.07,left,,,1.039698110106507,-1.9145077093373208,1.9145077093373208,0.0,10,-0.1100000000000001,0.09636363636363637,0.04818181818181819,0.01,review_only
id:row-03,id:4,2.0,2.41,id:x%3A0x1.0000000000000p%2B1,USED,,4.87,3.965840608802843,-1.5558406088028427,3.9502036229018556,-1.5402036229018552,,2.5300000000000002,2.39,left,,,1.3206975993244816,-1.17804454978841,1.17804454978841,0.0,10,-0.1200000000000001,0.09272727272727273,0.046363636363636364,0.01,review_only
id:row-04,id:5,3.0,3.19,id:x%3A0x1.8000000000000p%2B1,USED,,4.799090909090909,4.207678446999642,-1.017678446999642,4.197450263317178,-1.0074502633171778,,3.17,2.71,left,,,1.180197854715494,-0.862294777891263,0.862294777891263,0.0,10,0.020000000000000018,0.0890909090909091,0.04454545454545455,0.01,review_only
id:row-05,id:6,4.0,3.67,id:x%3A0x1.0000000000000p%2B2,USED,,4.755454545454546,4.356501732043826,-0.6865017320438267,4.3496020420343,-0.6796020420343,,3.81,3.0300000000000002,left,,,1.039698110106507,-0.6602894872757835,0.6602894872757835,0.0,10,-0.14000000000000012,0.08545454545454545,0.042727272727272725,0.01,review_only
id:row-06,id:7,5.0,4.3,id:x%3A0x1.4000000000000p%2B2,USED,,4.698181818181818,4.551832293664318,-0.25183229366431836,4.549301251600522,-0.24930125160052216,,4.45,3.35,left,,,1.180197854715494,-0.2133814196137703,0.2133814196137703,0.0,10,-0.15000000000000036,0.08181818181818182,0.04090909090909091,0.01,review_only
id:row-07,id:8,6.0,5.08,id:x%3A0x1.8000000000000p%2B2,USED,,4.627272727272727,4.793670131861117,0.28632986813888256,4.796547892015845,0.2834521079841554,,5.09,4.0,right,,,1.0396981101065068,0.2753971228336184,0.2753971228336184,0.0,10,-0.009999999999999787,0.08181818181818182,0.04090909090909091,0.01,review_only
id:row-08,id:9,7.0,5.5600000000000005,id:x%3A0x1.c000000000000p%2B2,USED,,4.583636363636364,4.942493416905302,0.6175065830946982,4.948699670732967,0.6113003292670336,,5.73,4.9799999999999995,right,,,1.0092066761700882,0.6118732640950403,0.6118732640950403,0.0,10,-0.16999999999999993,0.08545454545454545,0.042727272727272725,0.01,review_only
id:row-09,id:10,8.0,6.19,id:x%3A0x1.0000000000000p%2B3,USED,,4.526363636363636,5.137823978525794,1.0521760214742064,5.1483988802991885,1.0416011197008115,,6.37,5.96,right,,,0.9587451555203855,1.0974512000565038,1.0974512000565038,0.0,10,-0.17999999999999972,0.0890909090909091,0.04454545454545455,0.01,review_only
id:row-10,id:11,9.0,6.97,id:x%3A0x1.2000000000000p%2B3,USED,,4.455454545454545,5.379661816722593,1.5903381832774068,5.3956455207145115,1.5743544792854884,,7.01,6.9399999999999995,right,,,0.856750990039494,1.8562431812353044,1.8562431812353044,0.0,10,-0.040000000000000036,0.09272727272727273,0.046363636363636364,0.01,review_only
id:row-11,id:12,10.0,7.45,id:x%3A0x1.4000000000000p%2B3,USED,,4.411818181818182,5.528485101766778,1.9215148982332224,5.547797299431633,1.9022027005683666,,7.65,7.92,right,,,1.0092066761700882,1.9039855201169686,1.9039855201169686,0.0,10,-0.20000000000000018,0.09636363636363637,0.04818181818181819,0.01,review_only
id:row-12,id:13,11.0,8.079999999999998,id:x%3A0x1.6000000000000p%2B3,USED,,4.3545454545454545,5.723815663387269,2.3561843366127295,5.747496508997855,2.3325034910021434,,8.29,8.899999999999999,right,,,0.8567509900394934,2.7501390298995947,2.7501390298995947,0.0,10,-0.21000000000000085,0.1,0.05,0.01,review_only
