appearance_id,repetition,outer_fold_id,row_id,x_group_id,y,pred_null_oof,pred_one_oof,resid_one_oof,pred_two_oof,resid_two_oof,scale_one_oof,z_one_oof,scale_two_oof,z_two_oof,p2_attempt_status,fallback_code
id:rep-001%3Arow-01,1,id:outer-01-fold-1,id:row-01,id:x%3A0x0.0p%2B0,1.3,4.970909090909091,3.6216867621381663,-2.3216867621381665,3.598352634618511,-2.298352634618511,1.0396981101065068,-2.2330393212894584,1.0292486176604079,-2.233039321289459,succeeded,
id:rep-001%3Arow-02,1,id:outer-01-fold-2,id:row-02,id:x%3A0x1.0000000000000p%2B0,1.78,4.927272727272727,3.7705100471823503,-1.9905100471823505,3.7505044133356327,-1.9705044133356324,1.039698110106507,-1.9145077093373208,1.0292486176604083,-1.914507709337321,succeeded,
id:rep-001%3Arow-03,1,id:outer-01-fold-3,id:row-03,id:x%3A0x1.0000000000000p%2B1,2.41,4.87,3.965840608802843,-1.5558406088028427,3.9502036229018556,-1.5402036229018552,1.3206975993244816,-1.17804454978841,1.3074239197307886,-1.17804454978841,succeeded,
id:rep-001%3Arow-04,1,id:outer-01-fold-4,id:row-04,id:x%3A0x1.8000000000000p%2B1,3.19,4.799090909090909,4.207678446999642,-1.017678446999642,4.197450263317178,-1.0074502633171778,1.180197854715494,-0.862294777891263,1.1683362686955985,-0.8622947778912627,succeeded,
id:rep-001%3Arow-05,1,id:outer-01-fold-5,id:row-05,id:x%3A0x1.0000000000000p%2B2,3.67,4.755454545454546,4.356501732043826,-0.6865017320438267,4.3496020420343,-0.6796020420343,1.039698110106507,-0.6602894872757835,1.0292486176604083,-0.6602894872757835,succeeded,
id:rep-001%3Arow-06,1,id:outer-01-fold-1,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.3,4.698181818181818,4.551832293664318,-0.25183229366431836,4.549301251600522,-0.24930125160052216,1.180197854715494,-0.2133814196137703,1.1683362686955985,-0.21338141961377027,succeeded,
id:rep-001%3Arow-07,1,id:outer-01-fold-2,id:row-07,id:x%3A0x1.8000000000000p%2B2,5.08,4.627272727272727,4.793670131861117,0.28632986813888256,4.796547892015845,0.2834521079841554,1.0396981101065068,0.2753971228336184,1.0292486176604079,0.2753971228336185,succeeded,
id:rep-001%3Arow-08,1,id:outer-01-fold-3,id:row-08,id:x%3A0x1.c000000000000p%2B2,5.5600000000000005,4.583636363636364,4.942493416905302,0.6175065830946982,4.948699670732967,0.6113003292670336,1.0092066761700882,0.6118732640950403,0.9990636380740476,0.6118732640950404,succeeded,
id:rep-001%3Arow-09,1,id:outer-01-fold-4,id:row-09,id:x%3A0x1.0000000000000p%2B3,6.19,4.526363636363636,5.137823978525794,1.0521760214742064,5.1483988802991885,1.0416011197008115,0.9587451555203855,1.0974512000565038,0.949109281257502,1.097451200056504,succeeded,
id:rep-001%3Arow-10,1,id:outer-01-fold-5,id:row-10,id:x%3A0x1.2000000000000p%2B3,6.97,4.455454545454545,5.379661816722593,1.5903381832774068,5.3956455207145115,1.5743544792854884,0.856750990039494,1.8562431812353044,0.8481402087833003,1.8562431812353042,succeeded,
