series,x,y,domain_start,domain_end
p1,0,1.25,0,5
p1,0.050000000000000003,1.282,0,5
p1,0.10000000000000001,1.3140000000000001,0,5
p1,0.14999999999999999,1.3460000000000001,0,5
p1,0.20000000000000001,1.3780000000000001,0,5
p1,0.25,1.4099999999999999,0,5
p1,0.29999999999999999,1.4419999999999999,0,5
p1,0.34999999999999998,1.474,0,5
p1,0.40000000000000002,1.506,0,5
p1,0.45000000000000001,1.538,0,5
p1,0.5,1.5700000000000001,0,5
p1,0.55000000000000004,1.6020000000000001,0,5
p1,0.59999999999999998,1.6339999999999999,0,5
p1,0.65000000000000002,1.6659999999999999,0,5
p1,0.69999999999999996,1.698,0,5
p1,0.75,1.73,0,5
p1,0.80000000000000004,1.762,0,5
p1,0.84999999999999998,1.794,0,5
p1,0.90000000000000002,1.8260000000000001,0,5
p1,0.94999999999999996,1.8580000000000001,0,5
p1,1,1.8900000000000001,0,5
p1,1.05,1.9220000000000002,0,5
p1,1.1000000000000001,1.9540000000000002,0,5
p1,1.1499999999999999,1.986,0,5
p1,1.2,2.0179999999999998,0,5
p1,1.25,2.0499999999999998,0,5
p1,1.3,2.0819999999999999,0,5
p1,1.3500000000000001,2.1139999999999999,0,5
p1,1.3999999999999999,2.1459999999999999,0,5
p1,1.45,2.1779999999999999,0,5
p1,1.5,2.21,0,5
p1,1.55,2.242,0,5
p1,1.6000000000000001,2.274,0,5
p1,1.6499999999999999,2.306,0,5
p1,1.7,2.3380000000000001,0,5
p1,1.75,2.3700000000000001,0,5
p1,1.8,2.4020000000000001,0,5
p1,1.8500000000000001,2.4340000000000002,0,5
p1,1.8999999999999999,2.4660000000000002,0,5
p1,1.95,2.4980000000000002,0,5
p1,2,2.5300000000000002,0,5
p1,2.0499999999999998,2.5619999999999998,0,5
p1,2.1000000000000001,2.5940000000000003,0,5
p1,2.1499999999999999,2.6259999999999999,0,5
p1,2.2000000000000002,2.6580000000000004,0,5
p1,2.25,2.6899999999999999,0,5
p1,2.2999999999999998,2.722,0,5
p1,2.3500000000000001,2.754,0,5
p1,2.3999999999999999,2.786,0,5
p1,2.4500000000000002,2.8180000000000001,0,5
p1,2.5,2.8500000000000001,0,5
p1,2.5499999999999998,2.8819999999999997,0,5
p1,2.6000000000000001,2.9140000000000001,0,5
p1,2.6499999999999999,2.9459999999999997,0,5
p1,2.7000000000000002,2.9780000000000002,0,5
p1,2.75,3.0099999999999998,0,5
p1,2.7999999999999998,3.0419999999999998,0,5
p1,2.8500000000000001,3.0739999999999998,0,5
p1,2.8999999999999999,3.1059999999999999,0,5
p1,2.9500000000000002,3.1379999999999999,0,5
p1,3,3.1699999999999999,0,5
p1,3.0499999999999998,3.202,0,5
p1,3.1000000000000001,3.234,0,5
p1,3.1499999999999999,3.266,0,5
p1,3.2000000000000002,3.298,0,5
p1,3.25,3.3300000000000001,0,5
p1,3.2999999999999998,3.3620000000000001,0,5
p1,3.3500000000000001,3.3940000000000001,0,5
p1,3.3999999999999999,3.4260000000000002,0,5
p1,3.4500000000000002,3.4580000000000002,0,5
p1,3.5,3.4900000000000002,0,5
p1,3.5499999999999998,3.5219999999999998,0,5
p1,3.6000000000000001,3.5540000000000003,0,5
p1,3.6499999999999999,3.5859999999999999,0,5
p1,3.7000000000000002,3.6180000000000003,0,5
p1,3.75,3.6499999999999999,0,5
p1,3.7999999999999998,3.6819999999999999,0,5
p1,3.8500000000000001,3.714,0,5
p1,3.8999999999999999,3.746,0,5
p1,3.9500000000000002,3.778,0,5
p1,4,3.8100000000000001,0,5
p1,4.0499999999999998,3.8420000000000001,0,5
p1,4.0999999999999996,3.8739999999999997,0,5
p1,4.1500000000000004,3.9060000000000001,0,5
p1,4.2000000000000002,3.9380000000000002,0,5
p1,4.25,3.9700000000000002,0,5
p1,4.2999999999999998,4.0019999999999998,0,5
p1,4.3499999999999996,4.0339999999999998,0,5
p1,4.4000000000000004,4.0660000000000007,0,5
p1,4.4500000000000002,4.0980000000000008,0,5
p1,4.5,4.1299999999999999,0,5
p1,4.5499999999999998,4.1619999999999999,0,5
p1,4.5999999999999996,4.194,0,5
p1,4.6500000000000004,4.2260000000000009,0,5
p1,4.7000000000000002,4.258,0,5
p1,4.75,4.29,0,5
p1,4.7999999999999998,4.3220000000000001,0,5
p1,4.8499999999999996,4.3539999999999992,0,5
p1,4.9000000000000004,4.3860000000000001,0,5
p1,4.9500000000000002,4.4180000000000001,0,5
p1,5,4.4500000000000002,0,5
